,,,,,,
DISTRITOS - CONCELHOS - FREGUESIAS - LUGARES - ORAGOS ,,,,,,
Produzido por Genealogiafb.blogspot.pt,,,,,,
,,,,,,
Distrito,Concelho,Freguesia,Lugares (Census 2011),Orago da Freguesia,Notas sobre a Freguesia,
Porto,Amarante,Gouveia (São Simão) / Gouveia de Riba Tâmega,Friande,São Simão,,
Porto,Amarante,Gouveia (São Simão) / Gouveia de Riba Tâmega,Igreja,São Simão,,
Porto,Amarante,Gouveia (São Simão) / Gouveia de Riba Tâmega,Infesta,São Simão,,
Porto,Amarante,Gouveia (São Simão) / Gouveia de Riba Tâmega,Lamas,São Simão,,
Porto,Amarante,Gouveia (São Simão) / Gouveia de Riba Tâmega,Lourosa,São Simão,,
Porto,Amarante,Gouveia (São Simão) / Gouveia de Riba Tâmega,Paredes,São Simão,,
Porto,Amarante,Gouveia (São Simão) / Gouveia de Riba Tâmega,Senhora do Campo,São Simão,,
Porto,Amarante,Jazente,Boavista,Santa Maria,,
Porto,Amarante,Jazente,Calvário,Santa Maria,,
Porto,Amarante,Jazente,Fornos,Santa Maria,,
Porto,Amarante,Jazente,Fundo de Vila,Santa Maria,,
Porto,Amarante,Jazente,Jazente,Santa Maria,,
Porto,Amarante,Jazente,Loureiro,Santa Maria,,
Porto,Amarante,Jazente,Pedregal,Santa Maria,,
Porto,Amarante,Jazente,Pousadela,Santa Maria,,
Porto,Amarante,Jazente,Tapado,Santa Maria,,
Porto,Amarante,Lomba,Barbeita,São Pedro,,
Porto,Amarante,Lomba,Bocas e Pedreira,São Pedro,,
Porto,Amarante,Lomba,Campesinhos,São Pedro,,
Porto,Amarante,Lomba,Chãos e Trofei,São Pedro,,
Porto,Amarante,Lomba,Eirastos,São Pedro,,
Porto,Amarante,Lomba,Engenho e Souto,São Pedro,,
Porto,Amarante,Lomba,Estrada,São Pedro,,
Porto,Amarante,Lomba,Lagoa,São Pedro,,
Porto,Amarante,Lomba,Leira da Chave,São Pedro,,
Porto,Amarante,Lomba,Monte,São Pedro,,
Porto,Amarante,Lomba,Prazos e Toutão,São Pedro,,
Porto,Amarante,Lomba,Rua Nova,São Pedro,,
Porto,Amarante,Lomba,Sobreiros,São Pedro,,
Porto,Amarante,Lomba,Teixeira,São Pedro,,
Porto,Amarante,Louredo,Avelais e Casas Novas,São João Baptista,,
Porto,Amarante,Louredo,Barreiros,São João Baptista,,
Porto,Amarante,Louredo,Bouça da Cruz,São João Baptista,,
Porto,Amarante,Louredo,Enxoprais,São João Baptista,,
Porto,Amarante,Louredo,Estremadouro e Outeiro,São João Baptista,,
Porto,Amarante,Louredo,Portela,São João Baptista,,
Porto,Amarante,Louredo,Pousadouros,São João Baptista,,
Porto,Amarante,Louredo,Ribeira,São João Baptista,,
Porto,Amarante,Lufrei,Amarante,São Salvador,,
Porto,Amarante,Lufrei,Frariz,São Salvador,,
Porto,Amarante,Lufrei,Gatiães,São Salvador,,
Porto,Amarante,Lufrei,Moure,São Salvador,,
Porto,Amarante,Lufrei,Pena,São Salvador,,
Porto,Amarante,Lufrei,Santiago e Assento,São Salvador,,
Porto,Amarante,Lufrei,Troviscais,São Salvador,,
Porto,Amarante,Lufrei,Venda Nova,São Salvador,,
Porto,Amarante,Madalena / Madalena de Gestaçô,Amarante,Santa Maria Madalena,,
Porto,Amarante,Mancelos,Carreiros,São Martinho,,
Porto,Amarante,Mancelos,Felgueiras,São Martinho,,
Porto,Amarante,Mancelos,Fundo de Vila e Aradela,São Martinho,,
Porto,Amarante,Mancelos,Gateira,São Martinho,,
Porto,Amarante,Mancelos,Gunheiro,São Martinho,,
Porto,Amarante,Mancelos,Manhufe,São Martinho,,
Porto,Amarante,Mancelos,Monte,São Martinho,,
Porto,Amarante,Mancelos,Nogueira,São Martinho,,
Porto,Amarante,Mancelos,Novais e Sedão,São Martinho,,
Porto,Amarante,Mancelos,Outeiro da Porta,São Martinho,,
Porto,Amarante,Mancelos,Padrão,São Martinho,,
Porto,Amarante,Mancelos,Palhais e Agras,São Martinho,,
Porto,Amarante,Mancelos,Pidre,São Martinho,,
Porto,Amarante,Mancelos,Santão,São Martinho,,
Porto,Amarante,Mancelos,Serra de Água e Leite,São Martinho,,
Porto,Amarante,Mancelos,Travancela,São Martinho,,
Porto,Amarante,Mancelos,Trouxaínho,São Martinho,,
Porto,Amarante,Mancelos,Vale do Lobo,São Martinho,,
Porto,Amarante,Oliveira,Árvores,São Paio,,
Porto,Amarante,Oliveira,Pinheiral,São Paio,,
Porto,Amarante,Oliveira,Portelas,São Paio,,
Porto,Amarante,Oliveira,Vila Meã,São Paio,,
Porto,Amarante,Olo,Mirão,São Paio,,
Porto,Amarante,Olo,Outeiro,São Paio,,
Porto,Amarante,Olo,Outeiro de Medas e Regadas,São Paio,,
Porto,Amarante,Olo,Portela da Armada,São Paio,,
Porto,Amarante,Olo,Retorta e Campochão,São Paio,,
Porto,Amarante,Olo,Sapinha e Lapinheira,São Paio,,
Porto,Amarante,Olo,Torre,São Paio,,
Porto,Amarante,Padronelo,Campas,Santo André,,
Porto,Amarante,Padronelo,Casa Nova,Santo André,,
Porto,Amarante,Padronelo,Cruz,Santo André,,
Porto,Amarante,Padronelo,Devesa,Santo André,,
Porto,Amarante,Padronelo,Estrada,Santo André,,
Porto,Amarante,Padronelo,Mormilheiro,Santo André,,
Porto,Amarante,Padronelo,Moure,Santo André,,
Porto,Amarante,Padronelo,Olival,Santo André,,
Porto,Amarante,Padronelo,Palmazões,Santo André,,
Porto,Amarante,Padronelo,Ponte e Bandoleiro,Santo André,,
Porto,Amarante,Padronelo,Silvarinho,Santo André,,
Porto,Amarante,Padronelo,Torre e Souto Chão,Santo André,,
Porto,Amarante,Padronelo,Vale do Porco e Vales,Santo André,,
Porto,Amarante,Passinhos,Passinhos,São Julião,Anexada a Vila Caiz,
Porto,Amarante,Real,Fonte Côvo,São Salvador,,
Porto,Amarante,Real,Vila Meã,São Salvador,,
Porto,Amarante,Rebordelo,Cortinhas,Nossa Senhora das Neves,,
Porto,Amarante,Rebordelo,Mouquim,Nossa Senhora das Neves,,
Porto,Amarante,Rebordelo,Nogueira,Nossa Senhora das Neves,,
Porto,Amarante,Rebordelo,Penedinhos,Nossa Senhora das Neves,,
Porto,Amarante,Rebordelo,Portela,Nossa Senhora das Neves,,
Porto,Amarante,Rebordelo,Portelinha,Nossa Senhora das Neves,,
Porto,Amarante,Rebordelo,Sobreiros,Nossa Senhora das Neves,,
Porto,Amarante,Rebordelo,Vieiros,Nossa Senhora das Neves,,
Porto,Amarante,Salvador do Monte,Água Levada,São Salvador,,
Porto,Amarante,Salvador do Monte,Barrinhas,São Salvador,,
Porto,Amarante,Salvador do Monte,Covelas,São Salvador,,
Porto,Amarante,Salvador do Monte,Fôjo,São Salvador,,
Porto,Amarante,Salvador do Monte,Folgoso e Casal,São Salvador,,
Porto,Amarante,Salvador do Monte,Gondeiro e Sobreira,São Salvador,,
Porto,Amarante,Salvador do Monte,Igreja,São Salvador,,
Porto,Amarante,Salvador do Monte,Jóia,São Salvador,,
Porto,Amarante,Salvador do Monte,Leira da Chave,São Salvador,,
Porto,Amarante,Salvador do Monte,Louredo das Almas,São Salvador,,
Porto,Amarante,Salvador do Monte,Louredo de Baixo,São Salvador,,
Porto,Amarante,Salvador do Monte,Mós,São Salvador,,
Porto,Amarante,Salvador do Monte,Mós de Além,São Salvador,,
Porto,Amarante,Salvador do Monte,Moselos,São Salvador,,
Porto,Amarante,Salvador do Monte,Picoto,São Salvador,,
Porto,Amarante,Salvador do Monte,Portela,São Salvador,,
Porto,Amarante,Salvador do Monte,Portelas,São Salvador,,
Porto,Amarante,Salvador do Monte,Raposeira,São Salvador,,
Porto,Amarante,Salvador do Monte,Santinho,São Salvador,,
Porto,Amarante,Salvador do Monte,Silvoso,São Salvador,,
Porto,Amarante,Salvador do Monte,Valinha,São Salvador,,
Porto,Amarante,Salvador do Monte,Vila Nova,São Salvador,,
Porto,Amarante,Sanche,Assento,Santo Isidoro,,
Porto,Amarante,Sanche,Boavista,Santo Isidoro,,
Porto,Amarante,Sanche,Campo de Vilar,Santo Isidoro,,
Porto,Amarante,Sanche,Cimo de Vila,Santo Isidoro,,
Porto,Amarante,Sanche,Costa e Cabo de Vila,Santo Isidoro,,
Porto,Amarante,Sanche,Ferrões,Santo Isidoro,,
Porto,Amarante,Sanche,Fraga da Baganha,Santo Isidoro,,
Porto,Amarante,Sanche,Levada,Santo Isidoro,,
Porto,Amarante,Sanche,Marco,Santo Isidoro,,
Porto,Amarante,Sanche,Outeiro da Barrela,Santo Isidoro,,
Porto,Amarante,Sanche,Sedões,Santo Isidoro,,
Porto,Amarante,Sanche,Vale de Lebres,Santo Isidoro,,
Porto,Amarante,Sanche,Vila Nova,Santo Isidoro,,
Porto,Amarante,Telões,Amarante,Santo André,,
Porto,Amarante,Telões,Barrosende,Santo André,,
Porto,Amarante,Telões,Castanheiro Redondo,Santo André,,
Porto,Amarante,Telões,Cimo de Vila,Santo André,,
Porto,Amarante,Telões,Combe,Santo André,,
Porto,Amarante,Telões,Covelas,Santo André,,
Porto,Amarante,Telões,Faldigens,Santo André,,
Porto,Amarante,Telões,Freitas,Santo André,,
Porto,Amarante,Telões,"Granja, Penedo e Vilar",Santo André,,
Porto,Amarante,Telões,Lage,Santo André,,
Porto,Amarante,Telões,Lamaceiro,Santo André,,
Porto,Amarante,Telões,Mosteiro,Santo André,,
Porto,Amarante,Telões,Ponte de Pego,Santo André,,
Porto,Amarante,Telões,Portela,Santo André,,
Porto,Amarante,Telões,Quintã de Cima,Santo André,,
Porto,Amarante,Telões,Reguengo da Capela,Santo André,,
Porto,Amarante,Telões,Reguengo de Além,Santo André,,
Porto,Amarante,Telões,Rio Mau,Santo André,,
Porto,Amarante,Telões,São Brás,Santo André,,
Porto,Amarante,Telões,Todeia,Santo André,,
Porto,Amarante,Travanca,Aldeia Bela,São Salvador,,
Porto,Amarante,Travanca,Fornelo,São Salvador,,
Porto,Amarante,Travanca,Laraias e Montinho,São Salvador,,
Porto,Amarante,Travanca,Matouce,São Salvador,,
Porto,Amarante,Travanca,Moinhos,São Salvador,,
Porto,Amarante,Travanca,Monte Pousada,São Salvador,,
Porto,Amarante,Travanca,Moreira de Baixo,São Salvador,,
Porto,Amarante,Travanca,Moreira de Cima,São Salvador,,
Porto,Amarante,Travanca,Mosteiro,São Salvador,,
Porto,Amarante,Travanca,Nogueira de São Bento,São Salvador,,
Porto,Amarante,Travanca,Padrão,São Salvador,,
Porto,Amarante,Travanca,Trovoada,São Salvador,,
Porto,Amarante,Travanca,Varandas e Vale,São Salvador,,
Porto,Amarante,Várzea,Lugar de Cima,São João Baptista,,
Porto,Amarante,Várzea,Paço e Portela,São João Baptista,,
Porto,Amarante,Várzea,Paredes,São João Baptista,,
Porto,Amarante,Várzea,Rodadas,São João Baptista,,
Porto,Amarante,Várzea,São Vicenço,São João Baptista,,
Porto,Amarante,Vila Caiz,Aldeia Nova,São Miguel,,
Porto,Amarante,Vila Caiz,Alminhas e Pessegueiros,São Miguel,,
Porto,Amarante,Vila Caiz,Batalha,São Miguel,,
Porto,Amarante,Vila Caiz,Belmonte,São Miguel,,
Porto,Amarante,Vila Caiz,Carvalhal,São Miguel,,
Porto,Amarante,Vila Caiz,Coura,São Miguel,,
Porto,Amarante,Vila Caiz,Cruzeiro,São Miguel,,
Porto,Amarante,Vila Caiz,Francos e Retorta,São Miguel,,
Porto,Amarante,Vila Caiz,Lugar Novo,São Miguel,,
Porto,Amarante,Vila Caiz,Outeiro,São Miguel,,
Porto,Amarante,Vila Caiz,Passinhos,São Miguel,,
Porto,Amarante,Vila Caiz,Selala,São Miguel,,
Porto,Amarante,Vila Caiz,Senhora da Graça,São Miguel,,
Porto,Amarante,Vila Caiz,Vilarinho,São Miguel,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Barreiro,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Boavista,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Borralheiro,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Burgo,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Mota,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Novios,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Paço,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Pedra,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Real,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Ribeira,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Ribeiro do Porto,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Rua Nova e Lage,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Salgueiro,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Souto,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Tapada e Ribas,Santo Estêvão,,
Porto,Amarante,Vila Chã do Marão / Vila Chão do Marão,Uveira Branca,Santo Estêvão,,
Porto,Amarante,Vila Garcia,Cruz das Bouças,São Salvador,,
Porto,Amarante,Vila Garcia,Esteriz,São Salvador,,
Porto,Amarante,Vila Garcia,Fermil,São Salvador,,
Porto,Amarante,Vila Garcia,Herdade,São Salvador,,
Porto,Amarante,Vila Garcia,Igreja e Barral,São Salvador,,
Porto,Amarante,Vila Garcia,Muro e Alambique,São Salvador,,
Porto,Amarante,Vila Garcia,Ponte Nova e Crasto,São Salvador,,
Porto,Amarante,Vila Garcia,Santo Amaro,São Salvador,,
Porto,Baião,Ancede,Boavista,Santo André,,
Porto,Baião,Ancede,Canastrez,Santo André,,
Porto,Baião,Ancede,Cimo de Vila,Santo André,,
Porto,Baião,Ancede,Eiriz,Santo André,,
Porto,Baião,Ancede,Esmoriz,Santo André,,
Porto,Baião,Ancede,Fontainhas,Santo André,,
Porto,Baião,Ancede,Lordelo,Santo André,,
Porto,Baião,Ancede,Minhoso,Santo André,,
Porto,Baião,Ancede,Mosteirô,Santo André,,
Porto,Baião,Ancede,Murtal,Santo André,,
Porto,Baião,Ancede,Outeiro,Santo André,,
Porto,Baião,Ancede,Penalva de Baixo,Santo André,,
Porto,Baião,Ancede,Penalva de Cima,Santo André,,
Porto,Baião,Ancede,Porta,Santo André,,
Porto,Baião,Ancede,Sequeiros,Santo André,,
Porto,Baião,Ancede,Tureixas,Santo André,,
Porto,Baião,Ancede,Valbom,Santo André,,
Porto,Baião,Ancede,Venda das Caldas,Santo André,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Alagoa,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Aldeia,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Aldeia Nova,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Balde,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Igreja,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Laceiras,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Lage,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Ponte das Quebradas,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Roupeira,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Soval,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Tojais,Santa Leocádia,,
Porto,Baião,Baião (Santa Leocádia) / Santa Leocádia de Paços,Venda Nova,Santa Leocádia,,
Porto,Baião,Campelo,Almofrela,São Bartolomeu,,
Porto,Baião,Campelo,Amarelhe,São Bartolomeu,,
Porto,Baião,Campelo,Baião,São Bartolomeu,,
Porto,Baião,Campelo,Freixieiro,São Bartolomeu,,
Porto,Baião,Campelo,Ingilde,São Bartolomeu,,
Porto,Baião,Campelo,Louredo,São Bartolomeu,,
Porto,Baião,Campelo,Pinheiro,São Bartolomeu,,
Porto,Baião,Campelo,Várzea,São Bartolomeu,,
Porto,Baião,Campelo,Vilares,São Bartolomeu,,
Porto,Baião,Frende,Castelo,Santa Maria,,
Porto,Baião,Frende,Cerca,Santa Maria,,
Porto,Baião,Frende,Cimo de Vila,Santa Maria,,
Porto,Baião,Frende,Cruzeiro,Santa Maria,,
Porto,Baião,Frende,Outeiro,Santa Maria,,
Porto,Baião,Gestaçô,Águas Mortas,São João Baptista,,
Porto,Baião,Gestaçô,Anquião,São João Baptista,,
Porto,Baião,Gestaçô,Candeiro,São João Baptista,,
Porto,Baião,Gestaçô,Carvalhais,São João Baptista,,
Porto,Baião,Gestaçô,Fojo,São João Baptista,,
Porto,Baião,Gestaçô,Furacasas,São João Baptista,,
Porto,Baião,Gestaçô,Gestaçô,São João Baptista,,
Porto,Baião,Gestaçô,Graça,São João Baptista,,
Porto,Baião,Gestaçô,Logocem,São João Baptista,,
Porto,Baião,Gestaçô,Quintela,São João Baptista,,
Porto,Baião,Gestaçô,Venda,São João Baptista,,
Porto,Baião,Gestaçô,Vilar,São João Baptista,,
Porto,Baião,Gove,Casa Nova,Santa Maria,,
Porto,Baião,Gove,Geraldo,Santa Maria,,
Porto,Baião,Gove,Gosende,Santa Maria,,
Porto,Baião,Gove,Gove,Santa Maria,,
Porto,Baião,Gove,Lagoa,Santa Maria,,
Porto,Baião,Gove,Lameirão,Santa Maria,,
Porto,Baião,Gove,Paredes de Baixo,Santa Maria,,
Porto,Baião,Gove,Pedreda,Santa Maria,,
Porto,Baião,Gove,Pena Curva,Santa Maria,,
Porto,Baião,Gove,Ponte de Gove,Santa Maria,,
Porto,Baião,Gove,Portela de Gove,Santa Maria,,
Porto,Baião,Gove,Pousada,Santa Maria,,
Porto,Baião,Gove,Quintela,Santa Maria,,
Porto,Baião,Gove,Santo Tirso,Santa Maria,,
Porto,Baião,Grilo,Chãos,São João Baptista,,
Porto,Baião,Grilo,Covelo,São João Baptista,,
Porto,Baião,Grilo,Lavandeira,São João Baptista,,
Porto,Baião,Grilo,Minhães,São João Baptista,,
Porto,Baião,Grilo,Passadouro,São João Baptista,,
Porto,Baião,Grilo,Sarnande,São João Baptista,,
Porto,Baião,Grilo,Vila Cova,São João Baptista,,
Porto,Baião,Grilo,Vila Moura,São João Baptista,,
Porto,Baião,Loivos da Ribeira,Aldeia,Santa Maria Madalena,,
Porto,Baião,Loivos da Ribeira,Arufe,Santa Maria Madalena,,
Porto,Baião,Loivos da Ribeira,Costa,Santa Maria Madalena,,
Porto,Baião,Loivos da Ribeira,Loivos da Ribeira,Santa Maria Madalena,,
Porto,Baião,Loivos do Monte,Aldeia,São Paio,,
Porto,Baião,Loivos do Monte,Almas,São Paio,,
Porto,Baião,Loivos do Monte,Charrasqueira,São Paio,,
Porto,Baião,Loivos do Monte,Cruzeiro,São Paio,,
Porto,Baião,Loivos do Monte,Loivos do Monte,São Paio,,
Porto,Baião,Loivos do Monte,Tolões,São Paio,,
Porto,Baião,Mesquinhata,Casal,São Tiago,,
Porto,Baião,Mesquinhata,Geguintes,São Tiago,,
Porto,Baião,Mesquinhata,Nogueira,São Tiago,,
Porto,Baião,Mesquinhata,Pedregal,São Tiago,,
Porto,Baião,Ovil,Baião,São João Baptista,,
Porto,Baião,Ovil,Boscras,São João Baptista,,
Porto,Baião,Ovil,Castanhal,São João Baptista,,
Porto,Baião,Ovil,Chavães,São João Baptista,,
Porto,Baião,Ovil,Ervins,São João Baptista,,
Porto,Baião,Ovil,Giesta,São João Baptista,,
Porto,Baião,Ovil,Matos,São João Baptista,,
Porto,Baião,Ovil,Outeiro,São João Baptista,,
Porto,Baião,Ovil,Outoreça,São João Baptista,,
Porto,Baião,Ovil,Queimada,São João Baptista,,
Porto,Baião,Ovil,Vilarelho,São João Baptista,,
Porto,Baião,Ribadouro,Mosteirô,Santo António,,
Porto,Baião,Ribadouro,Pala,Santo António,,
Porto,Baião,Ribadouro,Porto-Manso,Santo António,,
Porto,Baião,Ribadouro,Sub-Rego,Santo António,,
Porto,Baião,Santa Cruz do Douro,Abelhal,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Carrapatelo,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Cedofeita,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Eiras,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Enxames,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Estação,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Gaia,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Laranjal,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Lazarim,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Paredes de Cima,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Pazide,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Porto Ferrado,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Queixomil,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Quintela,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Raposeira,Santa Cruz,,
Porto,Baião,Santa Cruz do Douro,Vila Nova,Santa Cruz,,
Porto,Baião,Santa Marinha do Zêzere,Areeiros,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Campo,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Feijoeiros,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Fonseca,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Miguas,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Passos,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Santa Marinha do Zêzere,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,São Domingos,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,São Pedro,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Sarnado,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Travanca,Santa Marinha,,
Porto,Baião,Santa Marinha do Zêzere,Vinha,Santa Marinha,,
Porto,Baião,São Tomé de Covelas / Covelas,Gem,São Tomé,,
Porto,Baião,São Tomé de Covelas / Covelas,Granja,São Tomé,,
Porto,Baião,São Tomé de Covelas / Covelas,Mirão,São Tomé,,
Porto,Baião,São Tomé de Covelas / Covelas,Outeiro,São Tomé,,
Porto,Baião,São Tomé de Covelas / Covelas,Paçô,São Tomé,,
Porto,Baião,São Tomé de Covelas / Covelas,Portinha,São Tomé,,
Porto,Baião,São Tomé de Covelas / Covelas,Vale de São Tomé,São Tomé,,
Porto,Baião,São Tomé de Covelas / Covelas,Vinhozinhos,São Tomé,,
Porto,Baião,Teixeira,Hospital,São Pedro,,
Porto,Baião,Teixeira,Lenteiro,São Pedro,,
Porto,Baião,Teixeira,Mafômedes,São Pedro,,
Porto,Baião,Teixeira,Ordem,São Pedro,,
Porto,Baião,Teixeira,Prieira,São Pedro,,
Porto,Baião,Teixeira,Rua,São Pedro,,
Porto,Baião,Teixeira,Sacões,São Pedro,,
Porto,Baião,Teixeira,Várzea,São Pedro,,
Porto,Baião,Teixeira,Vilarelho,São Pedro,,
Porto,Baião,Teixeiró,Cal,Santa Maria,,
Porto,Baião,Teixeiró,Casal,Santa Maria,,
Porto,Baião,Teixeiró,Fundo de Vila,Santa Maria,,
Porto,Baião,Teixeiró,Moita,Santa Maria,,
Porto,Baião,Teixeiró,Paço,Santa Maria,,
Porto,Baião,Teixeiró,São Cosmado Teixeiró,Santa Maria,,
Porto,Baião,Telões do Monte,Telões do Monte,Santa Comba,Extinta,
Porto,Baião,Tresouras,Calvos,São Miguel,,
Porto,Baião,Tresouras,Parada,São Miguel,,
Porto,Baião,Tresouras,Prados,São Miguel,,
Porto,Baião,Tresouras,São Tiago,São Miguel,,
Porto,Baião,Tresouras,Sobreira,São Miguel,,
Porto,Baião,Tresouras,Venda Nova,São Miguel,,
Porto,Baião,Valadares,Adrão,São Tiago,,
Porto,Baião,Valadares,Coto,São Tiago,,
Porto,Baião,Valadares,Covela de Cima,São Tiago,,
Porto,Baião,Valadares,Covelos,São Tiago,,
Porto,Baião,Valadares,Ermida,São Tiago,,
Porto,Baião,Valadares,Moutinhas,São Tiago,,
Porto,Baião,Valadares,Pinheiro,São Tiago,,
Porto,Baião,Valadares,Regadas,São Tiago,,
Porto,Baião,Valadares,Ribeiral,São Tiago,,
Porto,Baião,Valadares,Tapados,São Tiago,,
Porto,Baião,Valadares,Torna-o-Rego,São Tiago,,
Porto,Baião,Valadares,Urgueira,São Tiago,,
Porto,Baião,Viariz,Avezudes,São Faustino,,
Porto,Baião,Viariz,Bruzende,São Faustino,,
Porto,Baião,Viariz,Calvo,São Faustino,,
Porto,Baião,Viariz,Cimo de Vila,São Faustino,,
Porto,Baião,Viariz,Outeiro,São Faustino,,
Porto,Baião,Viariz,Salgueiro,São Faustino,,
Porto,Baião,Viariz,Sub-Igreja,São Faustino,,
Porto,Felgueiras,Aião,Aião,São João Baptista,,
Porto,Felgueiras,Aião,Assento,São João Baptista,,
Porto,Felgueiras,Aião,Bom Viver,São João Baptista,,
Porto,Felgueiras,Aião,Brolhães,São João Baptista,,
Porto,Felgueiras,Aião,Castelo Mau,São João Baptista,,
Porto,Felgueiras,Aião,Cavalo Gordo,São João Baptista,,
Porto,Felgueiras,Aião,Devesa,São João Baptista,,
Porto,Felgueiras,Aião,Fonte,São João Baptista,,
Porto,Felgueiras,Aião,Geira,São João Baptista,,
Porto,Felgueiras,Aião,Milhões,São João Baptista,,
Porto,Felgueiras,Aião,Montessô,São João Baptista,,
Porto,Felgueiras,Aião,Paço,São João Baptista,,
Porto,Felgueiras,Aião,Pedra Falar,São João Baptista,,
Porto,Felgueiras,Aião,Rando,São João Baptista,,
Porto,Felgueiras,Aião,Vila Nova,São João Baptista,,
Porto,Felgueiras,Airães,Airães,Santa Maria,,
Porto,Felgueiras,Airães,Anciães,Santa Maria,,
Porto,Felgueiras,Airães,Babais,Santa Maria,,
Porto,Felgueiras,Airães,Bouça,Santa Maria,,
Porto,Felgueiras,Airães,Carriça,Santa Maria,,
Porto,Felgueiras,Airães,Castelo Mau,Santa Maria,,
Porto,Felgueiras,Airães,Fontainhas,Santa Maria,,
Porto,Felgueiras,Airães,Geira,Santa Maria,,
Porto,Felgueiras,Airães,Monte,Santa Maria,,
Porto,Felgueiras,Airães,Outeirinho,Santa Maria,,
Porto,Felgueiras,Airães,Outeiro,Santa Maria,,
Porto,Felgueiras,Airães,Santa Luzia,Santa Maria,,
Porto,Felgueiras,Airães,Telhado,Santa Maria,,
Porto,Felgueiras,Airães,Venda Nova,Santa Maria,,
Porto,Felgueiras,Borba de Godim,Balazar,São Miguel,,
Porto,Felgueiras,Borba de Godim,Bouça Chã,São Miguel,,
Porto,Felgueiras,Borba de Godim,Cidral,São Miguel,,
Porto,Felgueiras,Borba de Godim,Lixa,São Miguel,,
Porto,Felgueiras,Borba de Godim,Póvoa,São Miguel,,
Porto,Felgueiras,Borba de Godim,Uveiras,São Miguel,,
Porto,Felgueiras,Borba de Godim,Vilar,São Miguel,,
Porto,Felgueiras,Borba de Godim,Vilar de Baixo,São Miguel,,
