,,,,,,
DISTRITOS - CONCELHOS - FREGUESIAS - LUGARES - ORAGOS ,,,,,,
Produzido por Genealogiafb.blogspot.pt,,,,,,
,,,,,,
Distrito,Concelho,Freguesia,Lugares (Census 2011),Orago da Freguesia,Notas sobre a Freguesia,
Bragança,Miranda do Douro,Cicouro,Cicouro,São João Baptista,,
Bragança,Miranda do Douro,Constantim,Constantim,Nossa Senhora da Assunção,,
Bragança,Miranda do Douro,Duas Igrejas,Cércio,Nossa Senhora do Monte,,
Bragança,Miranda do Douro,Duas Igrejas,Duas Igrejas,Nossa Senhora do Monte,,
Bragança,Miranda do Douro,Duas Igrejas,Quinta do Cordeiro,Nossa Senhora do Monte,,
Bragança,Miranda do Douro,Duas Igrejas,Vale de Mira,Nossa Senhora do Monte,,
Bragança,Miranda do Douro,Genísio,Especiosa,Santa Eulália,,
Bragança,Miranda do Douro,Genísio,Genísio,Santa Eulália,,
Bragança,Miranda do Douro,Ifanes,Ifanes,São Miguel,,
Bragança,Miranda do Douro,Malhadas,Malhadas,Nossa Senhora da Expectação,,
Bragança,Miranda do Douro,Miranda do Douro,Aldeia Nova,Santa Maria,,
Bragança,Miranda do Douro,Miranda do Douro,Miranda do Douro,Santa Maria,,
Bragança,Miranda do Douro,Miranda do Douro,Palancar,Santa Maria,,
Bragança,Miranda do Douro,Miranda do Douro,Pena Branca,Santa Maria,,
Bragança,Miranda do Douro,Miranda do Douro,Vale de Águia,Santa Maria,,
Bragança,Miranda do Douro,Palaçoulo,Fonte Ladrão,São Miguel,,
Bragança,Miranda do Douro,Palaçoulo,Palaçoulo,São Miguel,,
Bragança,Miranda do Douro,Palaçoulo,Prado Gatão,São Miguel,,
Bragança,Miranda do Douro,Paradela,Paradela,Santa Maria Madalena,,
Bragança,Miranda do Douro,Picote,Barrocal do Douro,São João Baptista,,
Bragança,Miranda do Douro,Picote,Picote,São João Baptista,,
Bragança,Miranda do Douro,Póvoa,Póvoa,São Sebastião,,
Bragança,Miranda do Douro,São Martinho de Angueira,São Martinho de Angueira,São Pedro,,
Bragança,Miranda do Douro,Sendim,Sendim,São Pedro,,
Bragança,Miranda do Douro,Silva,Fonte Ladrão,São Pedro,,
Bragança,Miranda do Douro,Silva,Granja,São Pedro,,
Bragança,Miranda do Douro,Silva,Silva,São Pedro,,
Bragança,Miranda do Douro,Vila Chã de Braciosa,Fonte de Aldeia,São Cristóvão,,
Bragança,Miranda do Douro,Vila Chã de Braciosa,Freixiosa,São Cristóvão,,
Bragança,Miranda do Douro,Vila Chã de Braciosa,Vila Chã da Braciosa,São Cristóvão,,
Bragança,Mirandela,Abambres,Abambres,São Tomé,,
Bragança,Mirandela,Abambres,Vale de Juncal,São Tomé,,
Bragança,Mirandela,Abambres,Vale de Martinho,São Tomé,,
Bragança,Mirandela,Abreiro,Abreiro,Santo Estêvão,,
Bragança,Mirandela,Abreiro,Milhais,Santo Estêvão,,
Bragança,Mirandela,Aguieiras,Aguieira e Cimo de Vila,Santa Catarina,,
Bragança,Mirandela,Aguieiras,Casario,Santa Catarina,,
Bragança,Mirandela,Aguieiras,Chairos,Santa Catarina,,
Bragança,Mirandela,Aguieiras,Fonte Maria Gins,Santa Catarina,,
Bragança,Mirandela,Aguieiras,Pádua-Freixo,Santa Catarina,,
Bragança,Mirandela,Aguieiras,Soutilha,Santa Catarina,,
Bragança,Mirandela,Alvites,Açoreira,São Vicente,,
Bragança,Mirandela,Alvites,Alvites,São Vicente,,
Bragança,Mirandela,Alvites,Lamas de Cavalo,São Vicente,,
Bragança,Mirandela,Alvites,Vale de Lagoa,São Vicente,,
Bragança,Mirandela,Avantos,Avantos,Santo André,,
Bragança,Mirandela,Avantos,Pousadas,Santo André,,
Bragança,Mirandela,Avidagos,Avidagos,São Miguel,,
Bragança,Mirandela,Avidagos,Carvalhal,São Miguel,,
Bragança,Mirandela,Avidagos,Palorca,São Miguel,,
Bragança,Mirandela,Barcel,Barcel,São Ciríaco,,
Bragança,Mirandela,Barcel,Longra,São Ciríaco,,
Bragança,Mirandela,Bouça,Bouça,Nossa Senhora da Assunção,,
Bragança,Mirandela,Bouça,Cruzamento da Bouça,Nossa Senhora da Assunção,,
Bragança,Mirandela,Bouça,Ferradosa,Nossa Senhora da Assunção,,
Bragança,Mirandela,Cabanelas,Cabanelas,São Sebastião,,
Bragança,Mirandela,Cabanelas,Chelas,São Sebastião,,
Bragança,Mirandela,Cabanelas,Valongo das Meadas,São Sebastião,,
Bragança,Mirandela,Caravelas,Caravelas,São Brás,,
Bragança,Mirandela,Carvalhais,Burrica,Divino Espírito Santo,,
Bragança,Mirandela,Carvalhais,Carvalhais,Divino Espírito Santo,,
Bragança,Mirandela,Carvalhais,Contins,Divino Espírito Santo,,
Bragança,Mirandela,Carvalhais,Vila Nova das Patas,Divino Espírito Santo,,
Bragança,Mirandela,Carvalhais,Vilar de Ledra,Divino Espírito Santo,,
Bragança,Mirandela,Cedães,Cedães,Santo Ildefonso,,
Bragança,Mirandela,Cedães,Vale de Lobo,Santo Ildefonso,,
Bragança,Mirandela,Cedães,Vila Verdinho,Santo Ildefonso,,
Bragança,Mirandela,Chelas,Chelas,Santa Maria Madalena,Anexada a Cabanelas,
Bragança,Mirandela,Cobro,Cobro,São Brás,,
Bragança,Mirandela,Cobro,Fonte da Urze,São Brás,,
Bragança,Mirandela,Cobro,Rego de Vide,São Brás,,
Bragança,Mirandela,Fradizela,Fradizela,São Lourenço,,
Bragança,Mirandela,Fradizela,Ribeirinha,São Lourenço,,
Bragança,Mirandela,Franco,Franco,Nossa Senhora da Expectação,,
Bragança,Mirandela,Frechas,Cachão,São Miguel ,,
Bragança,Mirandela,Frechas,Frechas,São Miguel ,,
Bragança,Mirandela,Frechas,Vale de Sancha,São Miguel ,,
Bragança,Mirandela,Freixeda,Freixeda,Santo André,,
Bragança,Mirandela,Guide,Guide,São Mamede,Extinta,
Bragança,Mirandela,Lamas de Orelhão,Fonte da Urze,Santa Cruz,,
Bragança,Mirandela,Lamas de Orelhão,Lamas de Orelhão,Santa Cruz,,
Bragança,Mirandela,Marmelos,Fonte da Urze,São Gens,,
Bragança,Mirandela,Marmelos,Marmelos,São Gens,,
Bragança,Mirandela,Marmelos,São Pedro de Vale do Conde,São Gens,,
Bragança,Mirandela,Mascarenhas,Mascarenhas,Nossa Senhora da Assunção,,
Bragança,Mirandela,Mascarenhas,Paradela,Nossa Senhora da Assunção,,
Bragança,Mirandela,Mascarenhas,Valbom dos Figos,Nossa Senhora da Assunção,,
Bragança,Mirandela,Mascarenhas,Vale Pereiro,Nossa Senhora da Assunção,,
Bragança,Mirandela,Mirandela,Bronceda,Nossa Senhora da Encarnação,,
Bragança,Mirandela,Mirandela,Mirandela,Nossa Senhora da Encarnação,,
Bragança,Mirandela,Mirandela,Vale de Madeiro,Nossa Senhora da Encarnação,,
Bragança,Mirandela,Múrias,Couços,São Martinho,,
Bragança,Mirandela,Múrias,Múrias,São Martinho,,
Bragança,Mirandela,Múrias,Regodeiro,São Martinho,,
Bragança,Mirandela,Múrias,Vale de Prados,São Martinho,,
Bragança,Mirandela,Navalho,Navalho,Nossa Senhora da Purificação,,
Bragança,Mirandela,Passos,Passos,Nossa Senhora da Graça,,
Bragança,Mirandela,Pereira,Pereira,Nossa Senhora da Torre,,
Bragança,Mirandela,Romeu,Romeu,Nossa senhora da Anunciação,,
Bragança,Mirandela,Romeu,Vale de Couce,Nossa senhora da Anunciação,,
Bragança,Mirandela,Romeu,Vimieiro,Nossa senhora da Anunciação,,
Bragança,Mirandela,São Pedro Velho,Ervideira,São Pedro,,
Bragança,Mirandela,São Pedro Velho,São Pedro Velho,São Pedro,,
Bragança,Mirandela,São Pedro Velho,Vilar de Ouro,São Pedro,,
Bragança,Mirandela,São Salvador,São Salvador,Transfiguração,,
Bragança,Mirandela,Suçães,Eivados,Nossa Senhora da Assunção,,
Bragança,Mirandela,Suçães,Eixes,Nossa Senhora da Assunção,,
Bragança,Mirandela,Suçães,Pai Torto,Nossa Senhora da Assunção,,
Bragança,Mirandela,Suçães,Suçães,Nossa Senhora da Assunção,,
Bragança,Mirandela,Torre de Dona Chama,Guide,Nossa Senhora da Encarnação,,
Bragança,Mirandela,Torre de Dona Chama,Mosteiró,Nossa Senhora da Encarnação,,
Bragança,Mirandela,Torre de Dona Chama,Torre de Dona Chama,Nossa Senhora da Encarnação,,
Bragança,Mirandela,Torre de Dona Chama,Vilares,Nossa Senhora da Encarnação,,
Bragança,Mirandela,Vale de Asnes,Cedainhos,São Pedro,,
Bragança,Mirandela,Vale de Asnes,Vale de Asnes,São Pedro,,
Bragança,Mirandela,Vale de Gouvinhas,Quintas,Santo André,,
Bragança,Mirandela,Vale de Gouvinhas,Valbom Pitez,Santo André,,
Bragança,Mirandela,Vale de Gouvinhas,Vale de Gouvinhas,Santo André,,
Bragança,Mirandela,Vale de Gouvinhas,Vale Maior,Santo André,,
Bragança,Mirandela,Vale de Salgueiro,Miradeses,São Sebastião,,
Bragança,Mirandela,Vale de Salgueiro,Vale de Salgueiro,São Sebastião,,
Bragança,Mirandela,Vale de Sancha,Vale de Sancha,São Gonçalo,Extinta,
Bragança,Mirandela,Vale de Telhas,Cruzamento da Bouça,Santo Ildefonso,,
Bragança,Mirandela,Vale de Telhas,Lugar das Hortas,Santo Ildefonso,,
Bragança,Mirandela,Vale de Telhas,Vale de Telhas,Santo Ildefonso,,
Bragança,Mirandela,Valverde,Valverde da Gestosa,Nossa Senhora da Expectação,,
Bragança,Mirandela,Vila Boa,Vila Boa,Santa Maria Madalena,,
Bragança,Mirandela,Vila Verde,Vila Verde,Santo Apolinário,,
Bragança,Mogadouro,Azinhoso,Azinhoso,Nossa Senhora da Natividade,,
Bragança,Mogadouro,Azinhoso,Sampaio,Nossa Senhora da Natividade,,
Bragança,Mogadouro,Azinhoso,Viduedo,Nossa Senhora da Natividade,,
Bragança,Mogadouro,Bemposta,Bemposta,São Pedro,,
Bragança,Mogadouro,Bemposta,Cardal do Douro,São Pedro,,
Bragança,Mogadouro,Bemposta,Lamoso,São Pedro,,
Bragança,Mogadouro,Bruçó,Bruçó,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Brunhosinho,Brunhozinho,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Brunhoso,Brunhoso,São Lourenço,,
Bragança,Mogadouro,Brunhoso,Remondes,São Lourenço,,
Bragança,Mogadouro,Castanheira,Castanheira,Santo André,,
Bragança,Mogadouro,Castelo Branco,Castelo Branco,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Castelo Branco,Estevais,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Castelo Branco,Quinta das Quebradas,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Castro Vicente,Castro Vicente,São Vicente,,
Bragança,Mogadouro,Castro Vicente,Porrais,São Vicente,,
Bragança,Mogadouro,Castro Vicente,Vilar Seco,São Vicente,,
Bragança,Mogadouro,Estevais,Estevais,São João Baptista,Extinta,
Bragança,Mogadouro,Figueira,Figueira,São Miguel,Extinta,
Bragança,Mogadouro,Macedo do Peso,Macedo do Peso,São Bartolomeu,Extinta,
Bragança,Mogadouro,Meirinhos,Meirinhos,São Bento,,
Bragança,Mogadouro,Meirinhos,Quinta de São Pedro,São Bento,,
Bragança,Mogadouro,Mogadouro,Figueira,São Mamede,,
Bragança,Mogadouro,Mogadouro,Mogadouro,São Mamede,,
Bragança,Mogadouro,Mogadouro,Zava,São Mamede,,
Bragança,Mogadouro,Paradela,Paradela,São Pedro,,
Bragança,Mogadouro,Penas Roias,Penas Róias,Santa Maria Madalena,,
Bragança,Mogadouro,Penas Roias,Variz,Santa Maria Madalena,,
Bragança,Mogadouro,Penas Roias,Vilariça,Santa Maria Madalena,,
Bragança,Mogadouro,Peredo da Bemposta,Algosinho,São João Baptista,,
Bragança,Mogadouro,Peredo da Bemposta,Peredo de Bemposta,São João Baptista,,
Bragança,Mogadouro,Remondes,Remondes,Santa Catarina,,
Bragança,Mogadouro,Saldanha,Granja,São Nicolau,,
Bragança,Mogadouro,Saldanha,Gregos,São Nicolau,,
Bragança,Mogadouro,Saldanha,Saldanha,São Nicolau,,
Bragança,Mogadouro,Sampaio,Sampaio,Santa Maria Madalena,Extinta,
Bragança,Mogadouro,Sanhoane,Sanhoane,São João Baptista,,
Bragança,Mogadouro,São Martinho do Peso,Macedo do Peso,São Martinho,,
Bragança,Mogadouro,São Martinho do Peso,Peso,São Martinho,,
Bragança,Mogadouro,São Martinho do Peso,São Martinho do Peso,São Martinho,,
Bragança,Mogadouro,São Martinho do Peso,Valcerto,São Martinho,,
Bragança,Mogadouro,Soutelo,Remondes,Santa Engrácia,,
Bragança,Mogadouro,Soutelo,Soutelo,Santa Engrácia,,
Bragança,Mogadouro,Tó,Tó,Santa Maria Madalena,,
Bragança,Mogadouro,Travanca,Figueirinha,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Travanca,Travanca,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Travanca,Urrós Gare,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Urrós,Urrós,Santa Maria Madalena,,
Bragança,Mogadouro,Urrós,Urrós Gare,Santa Maria Madalena,,
Bragança,Mogadouro,Vale da Madre,Mogadouro,São Brás,,
Bragança,Mogadouro,Vale da Madre,Vale da Madre,São Brás,,
Bragança,Mogadouro,Vale de Porco,Vale de Porco,São Brás,,
Bragança,Mogadouro,Valverde,Santo André,São Sebastião,,
Bragança,Mogadouro,Valverde,Valverde,São Sebastião,,
Bragança,Mogadouro,Ventozelo / Ventuzelo,Ventozelo,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Vila de Ala,Paçó,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Vila de Ala,Santiago,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Vila de Ala,Vila de Ala,Nossa Senhora da Assunção,,
Bragança,Mogadouro,Vila dos Sinos,Vila dos Sinos,Nossa Senhora da Assunção,Extinta,
Bragança,Mogadouro,Vilar de Rei,Vilar do Rei,São Pedro,,
Bragança,Mogadouro,Vilarinho dos Galegos,Vila dos Sinos,São Miguel,,
Bragança,Mogadouro,Vilarinho dos Galegos,Vilarinho dos Galegos,São Miguel,,
Bragança,Torre de Moncorvo,Açoreira,Açoreira,São João Evangelista,,
Bragança,Torre de Moncorvo,Açoreira,Sequeiros,São João Evangelista,,
Bragança,Torre de Moncorvo,Adeganha,Adeganha,São Tiago Maior,,
Bragança,Torre de Moncorvo,Adeganha,Cardanha,São Tiago Maior,,
Bragança,Torre de Moncorvo,Adeganha,Estevais,São Tiago Maior,,
Bragança,Torre de Moncorvo,Adeganha,Junqueira,São Tiago Maior,,
Bragança,Torre de Moncorvo,Adeganha,Nozelos,São Tiago Maior,,
Bragança,Torre de Moncorvo,Adeganha,Póvoa,São Tiago Maior,,
Bragança,Torre de Moncorvo,Cabeça Boa,Cabanas de Baixo,São Brás,,
Bragança,Torre de Moncorvo,Cabeça Boa,Cabanas de Cima,São Brás,,
Bragança,Torre de Moncorvo,Cabeça Boa,Cabeça Boa,São Brás,,
Bragança,Torre de Moncorvo,Cabeça Boa,Cabeça de Mouro,São Brás,,
Bragança,Torre de Moncorvo,Cabeça Boa,Foz do Sabor,São Brás,,
Bragança,Torre de Moncorvo,Cabeça de Mouro,Cabeça de Mouro,Nossa Senhora das Neves,Extinta,
Bragança,Torre de Moncorvo,Cardanha,Cardanha,Nossa Senhora da Oliveira,,
Bragança,Torre de Moncorvo,Carviçais,Carviçais,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Carviçais,Quintas da Estrada,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Carviçais,Quintas da Macieirinha,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Carviçais,Quintas da Nogueirinha,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Carviçais,Quintas da Pereira,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Carviçais,Quintas das Peladinhas,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Carviçais,Quintas de Martim Tirado,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Castedo,Castedo,São Miguel,,
Bragança,Torre de Moncorvo,Estevais,Estevais,São Ciríaco,Extinta,
Bragança,Torre de Moncorvo,Felgar,Carvalhal,São Miguel,,
Bragança,Torre de Moncorvo,Felgar,Felgar,São Miguel,,
Bragança,Torre de Moncorvo,Felgueiras,Felgueiras,São João Baptista,,
Bragança,Torre de Moncorvo,Felgueiras,Quintas do Corisco,São João Baptista,,
Bragança,Torre de Moncorvo,Horta da Vilariça,Horta da Vilariça,São Sebastião,,
Bragança,Torre de Moncorvo,Horta da Vilariça,Vide,São Sebastião,,
Bragança,Torre de Moncorvo,Junqueira,Junqueira,São Filipe e São Tiago,Extinta,
Bragança,Torre de Moncorvo,Larinho,Larinho,Nossa Senhora da Purificação,,
Bragança,Torre de Moncorvo,Lousa,Lagares ,São Lourenço,,
Bragança,Torre de Moncorvo,Lousa,Lousa,São Lourenço,,
Bragança,Torre de Moncorvo,Maçores,Maçores,São Martinho,,
Bragança,Torre de Moncorvo,Mós,Mós,Nossa Senhora da Encarnação,,
Bragança,Torre de Moncorvo,Mós,Quintas da Nogueirinha,Nossa Senhora da Encarnação,,
Bragança,Torre de Moncorvo,Mós,Quintas das Centieiras,Nossa Senhora da Encarnação,,
Bragança,Torre de Moncorvo,Peredo dos Castelhanos,Peredo dos Castelhanos,São Julião,,
Bragança,Torre de Moncorvo,Souto da Velha,Souto da Velha,Santo Ildefonso,,
Bragança,Torre de Moncorvo,Torre de Moncorvo,Torre de Moncorvo,Nossa Senhora da Assunção,,
Bragança,Torre de Moncorvo,Urros,Urros,São Bartolomeu,,
Bragança,Torre de Moncorvo,Vide,Vide,São Lourenço,Extinta,
Bragança,Vila Flor,Assares,Assares,São Miguel,,
Bragança,Vila Flor,Benlhevai,Benlhevai,Divino Espírito Santo,,
Bragança,Vila Flor,Candoso,Candoso,São Sebastião,,
Bragança,Vila Flor,Carvalho de Egas,Carvalho de Egas,Santa Catarina,,
Bragança,Vila Flor,Freixiel,Folgares,Santa Maria Madalena,,
Bragança,Vila Flor,Freixiel,Freixiel,Santa Maria Madalena,,
Bragança,Vila Flor,Freixiel,Vieiro,Santa Maria Madalena,,
Bragança,Vila Flor,Lodões,Lodões,São Tiago,,
Bragança,Vila Flor,Mourão,Mourão,São João Baptista,,
Bragança,Vila Flor,Nabo / São Genésio,Nabo,São Gens / São Genésio,,
Bragança,Vila Flor,Roios,Roios,São João Baptista,,
Bragança,Vila Flor,Samões,Samões,São Brás,,
Bragança,Vila Flor,Sampaio,Sampaio,Santo André,,
Bragança,Vila Flor,Santa Comba de Vilariça,Santa Comba de Vilariça,São Pedro,,
Bragança,Vila Flor,Seixo de Manhoses,Seixo de Manhoses,Santa Bárbara,,
Bragança,Vila Flor,Trindade,Macedinho,Santíssima Trindade,,
Bragança,Vila Flor,Trindade,Trindade,Santíssima Trindade,,
Bragança,Vila Flor,Trindade,Valbom,Santíssima Trindade,,
Bragança,Vila Flor,Val de Torno / Valtorno,Alagoa,Nossa Senhora da Assunção,,
Bragança,Vila Flor,Val de Torno / Valtorno,Candoso,Nossa Senhora da Assunção,,
Bragança,Vila Flor,Val de Torno / Valtorno,Carvalho de Egas,Nossa Senhora da Assunção,,
Bragança,Vila Flor,Val de Torno / Valtorno,Valtorno,Nossa Senhora da Assunção,,
Bragança,Vila Flor,Vale Frechoso,Vale Frechoso,São Lourenço,,
Bragança,Vila Flor,Vila Flor,Arco,São Bartolomeu,,
Bragança,Vila Flor,Vila Flor,Vila Flor,São Bartolomeu,,
Bragança,Vila Flor,Vilarinho das Azenhas,Meireles,Santa Justa,,
Bragança,Vila Flor,Vilarinho das Azenhas,Vilarinho das Azenhas,Santa Justa,,
Bragança,Vila Flor,Vilarinho das Azenhas,Vilas Boas,Santa Justa,,
Bragança,Vila Flor,Vilas Boas,Meireles,Santa Maria Madalena,,
Bragança,Vila Flor,Vilas Boas,Ribeirinha,Santa Maria Madalena,,
Bragança,Vila Flor,Vilas Boas,Vilas Boas,Santa Maria Madalena,,
Bragança,Vimioso,Algoso,Algoso,São Sebastião,,
Bragança,Vimioso,Algoso,Vale de Algoso,São Sebastião,,
Bragança,Vimioso,Angueira,Angueira,São Cipriano,,
Bragança,Vimioso,Argozelo,Argoselo,São Frutuoso,,
Bragança,Vimioso,Avelanoso,Avelanoso,São Pedro,,
Bragança,Vimioso,Caçarelhos,Caçarelhos,São Pedro,,
Bragança,Vimioso,Campo de Víboras,Campo de Viboras,Nossa Senhora da Assunção,,
Bragança,Vimioso,Carção,Carção,Santa Cruz,,
Bragança,Vimioso,Matela,Avinhó,Nossa Senhora da Purificação,,
Bragança,Vimioso,Matela,Junqueira,Nossa Senhora da Purificação,,
Bragança,Vimioso,Matela,Matela,Nossa Senhora da Purificação,,
Bragança,Vimioso,Pinelo,Pinelo,Santa Eulália,,
Bragança,Vimioso,Pinelo,Vale de  Pena,Santa Eulália,,
Bragança,Vimioso,Santulhão,Santulhão,São Julião,,
Bragança,Vimioso,Uva,Mora,Santa Marinha,,
Bragança,Vimioso,Uva,Uva,Santa Marinha,,
Bragança,Vimioso,Uva,Vila Chã,Santa Marinha,,
Bragança,Vimioso,Vale de Frades,São Joanico,Santo André,,
Bragança,Vimioso,Vale de Frades,Serapicos,Santo André,,
Bragança,Vimioso,Vale de Frades,Vale de Frades,Santo André,,
Bragança,Vimioso,Vilar Seco,Vilar Seco,São Tiago,,
Bragança,Vimioso,Vimioso,Vimioso,São Vicente,,
Bragança,Vinhais,Agrochão,Agrochão,São Mamede,,
Bragança,Vinhais,Alvaredos,Alvaredos,São João Baptista,,
Bragança,Vinhais,Cabeça de Igreja,Cabeça de Igreja,São Bartolomeu,Extinta,
Bragança,Vinhais,Candedo,Aboá,São Nicolau,,
Bragança,Vinhais,Candedo,Candedo,São Nicolau,,
Bragança,Vinhais,Candedo,Espinhoso,São Nicolau,,
Bragança,Vinhais,Celas,Celas,São Genésio,,
Bragança,Vinhais,Celas,Mós de Celas,São Genésio,,
Bragança,Vinhais,Celas,Negreda,São Genésio,,
Bragança,Vinhais,Celas,São Cibrão,São Genésio,,
Bragança,Vinhais,Curopos,Curopos,Santa Maria Madalena,,
Bragança,Vinhais,Curopos,Valpaço,Santa Maria Madalena,,
Bragança,Vinhais,Edral,Brito de Lomba,São Romão,,
Bragança,Vinhais,Edral,Edral,São Romão,,
Bragança,Vinhais,Edral,Frades,São Romão,,
Bragança,Vinhais,Edral,Sandim,São Romão,,
Bragança,Vinhais,Edrosa,Edrosa,Santa Eulália,,
Bragança,Vinhais,Edrosa,Melhe,Santa Eulália,,
Bragança,Vinhais,Ervedosa,Ervedosa,São Martinho,,
Bragança,Vinhais,Ervedosa,Falgueiras,São Martinho,,
Bragança,Vinhais,Ervedosa,Soutilha,São Martinho,,
Bragança,Vinhais,Fresulfe,Dine,Santo Estêvão,,
Bragança,Vinhais,Fresulfe,Fresulfe,Santo Estêvão,,
Bragança,Vinhais,Gestosa,Gestosa,Nossa Senhora da Assunção,Extinta,
Bragança,Vinhais,Mofreita,Mofreita,São Vicente,,
Bragança,Vinhais,Moimenta,Carvalhas,São Pedro,,
Bragança,Vinhais,Moimenta,Moimenta,São Pedro,,
Bragança,Vinhais,Montouto,Carvalhas,São Pedro,,
Bragança,Vinhais,Montouto,Casares,São Pedro,,
Bragança,Vinhais,Montouto,Cerdedo,São Pedro,,
Bragança,Vinhais,Montouto,Montouto,São Pedro,,
Bragança,Vinhais,Montouto,Vilarinho das Touças,São Pedro,,
Bragança,Vinhais,Nunes,Nunes,São Cipriano,,
Bragança,Vinhais,Nunes,Romariz,São Cipriano,,
Bragança,Vinhais,Ousilhão,Ousilhão,Santo André,,
Bragança,Vinhais,Paçó,Paçó,São Julião,,
Bragança,Vinhais,Paçó,Quintela,São Julião,,
Bragança,Vinhais,Penhas Juntas,Brito de Baixo,São Pedro,,
